"alphaCount","category","coverage","dataset","dateCoverage","dateCreated","delay","description","id","pyramidMultiplier","region","subcategory","themes","type","universe","userCount"
"0","{""id"":""earnings"",""name"":""Earnings""}","0","{""id"":""earnings_sent_matrix"",""name"":""Global Earnings Call Sentiment Matrix""}","1","2026-07-01","1","A code indicating whether the data is updated intraday or with a delay.","intraday_delay_indicator","2","DEU","{""id"":""earnings-earnings-estimates"",""name"":""Earnings Estimates""}","[]","MATRIX","TOP500","0"
"0","{""id"":""earnings"",""name"":""Earnings""}","0","{""id"":""earnings_sent_matrix"",""name"":""Global Earnings Call Sentiment Matrix""}","1","2026-07-01","1","Model-estimated probability [0–1] that the intraday transcript slice has neutral sentiment; sums with the other two probabilities to 1","likelihood_of_neutral_tone","2","DEU","{""id"":""earnings-earnings-estimates"",""name"":""Earnings Estimates""}","[]","MATRIX","TOP500","0"
"0","{""id"":""earnings"",""name"":""Earnings""}","0","{""id"":""earnings_sent_matrix"",""name"":""Global Earnings Call Sentiment Matrix""}","1","2026-07-01","1","Model-estimated probability [0–1] that the intraday transcript slice has negative sentiment; designed to sum to 1 with Prob_NTR and Prob_POS","negative_sentiment_probability_3","2","DEU","{""id"":""earnings-earnings-estimates"",""name"":""Earnings Estimates""}","[]","MATRIX","TOP500","0"
"0","{""id"":""earnings"",""name"":""Earnings""}","0","{""id"":""earnings_sent_matrix"",""name"":""Global Earnings Call Sentiment Matrix""}","1","2026-07-01","1","Categorical sentiment label derived by argmax over Prob_POS, Prob_NTR, Prob_NEG; typically -1 negative, 0 neutral, 1 positive","overall_sentiment_score","2","DEU","{""id"":""earnings-earnings-estimates"",""name"":""Earnings Estimates""}","[]","MATRIX","TOP500","0"
"0","{""id"":""earnings"",""name"":""Earnings""}","0","{""id"":""earnings_sent_matrix"",""name"":""Global Earnings Call Sentiment Matrix""}","1","2026-07-01","1","Model-estimated probability [0–1] that the intraday transcript slice has positive sentiment; part of the three-class distribution","positive_sentiment_probability_3","2","DEU","{""id"":""earnings-earnings-estimates"",""name"":""Earnings Estimates""}","[]","MATRIX","TOP500","0"
"0","{""id"":""earnings"",""name"":""Earnings""}","0","{""id"":""earnings_sent_matrix"",""name"":""Global Earnings Call Sentiment Matrix""}","1","2026-07-01","1","Aggregate transcript tone score computed via method 1; higher values indicate more positive sentiment for the segment","sentiment_weighting_method1","2","DEU","{""id"":""earnings-earnings-estimates"",""name"":""Earnings Estimates""}","[]","MATRIX","TOP500","0"
"0","{""id"":""earnings"",""name"":""Earnings""}","0","{""id"":""earnings_sent_matrix"",""name"":""Global Earnings Call Sentiment Matrix""}","1","2026-07-01","1","Alternative aggregate transcript tone score computed via method 2; higher values indicate more positive sentiment","sentiment_weighting_method2","2","DEU","{""id"":""earnings-earnings-estimates"",""name"":""Earnings Estimates""}","[]","MATRIX","TOP500","0"
